dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1663722000,2,337.12,0,25.36,87.98,9.3,11.76,17.99,1.19
1663725600,2,320.43,0,22.96,67.23,6.91,10.82,17.26,1.23
1663729200,1,303.75,0,19.36,53.64,3.87,9.88,16.11,1.19
1663732800,1,293.73,0,17.14,45.78,2.38,8.9,14.49,0.99
1663736400,1,290.39,0,17.48,39.34,2.12,8.64,13.72,0.73
1663740000,1,283.72,0,17.14,35.05,2.26,8.93,13.78,0.52
1663743600,1,287.06,0.03,17.99,24.68,1.91,9.64,14.47,0.37
1663747200,2,290.39,0.22,19.36,12.7,1.58,10.46,15.42,0.36
1663750800,2,297.07,0.92,20.22,5.1,1.59,11.19,16.41,0.44
1663754400,2,310.42,3.49,20.22,1.07,1.71,11.87,17.42,0.59
1663758000,2,340.46,10.95,18.51,0.06,1.77,12.66,18.63,0.84
1663761600,2,473.98,33.08,18.16,0,1.88,14.95,21.95,1.85
1663765200,2,734.33,76.89,19.36,0.07,1.91,18.59,27.13,2.98
1663768800,3,988.01,119.81,19.36,0.98,1.79,21.57,31.63,2.85
1663772400,3,1068.12,128.75,27.08,3.35,1.88,22.64,33.01,2.82
1663776000,2,293.73,3.74,15.94,87.98,4.53,9.47,14.19,0.73
1663779600,3,270.37,1.09,8.05,138.76,4.47,11.96,16.26,0.47
1663783200,3,267.03,0.57,5.27,165.94,4.89,14.36,18.73,0.33
1663786800,3,263.69,0.48,4.8,177.38,5.36,15.67,19.91,0.25
1663790400,4,263.69,0.51,5.65,194.55,7.03,17.01,20.84,0.2
1663794000,4,260.35,0.57,7.28,214.58,9.06,18.05,21.24,0.14
1663797600,4,280.38,0.96,13.54,208.85,11.09,17.97,20.69,0.41
1663801200,3,313.76,1.22,20.73,171.66,12.16,16.9,19.51,0.84
1663804800,3,323.77,0.48,22.62,127.32,9.54,15.28,17.87,1.12
1663808400,2,330.45,0,25.02,101.57,9.06,15.05,17.73,1.35
1663812000,2,340.46,0,28.1,83.68,9.42,15.46,18.29,1.47
1663815600,2,337.12,0,27.08,71.53,7.33,15.61,18.53,1.47
1663819200,2,337.12,0,25.02,57.94,4.23,15.66,18.69,1.31
1663822800,2,333.79,0,22.28,46.49,2.53,15.41,18.27,0.93
1663826400,2,320.43,0,18.85,41.13,2.18,15.16,17.74,0.58
1663830000,2,307.08,0,16.79,37.19,2.12,15.15,17.56,0.38
1663833600,2,297.07,0,16.45,31.83,1.97,15.26,17.68,0.31
1663837200,2,293.73,0.01,16.62,26.46,1.88,15.58,18.12,0.3
1663840800,2,290.39,0.03,16.45,22.89,1.76,15.74,18.44,0.32
1663844400,2,290.39,0.07,17.31,20.03,1.64,15.76,18.59,0.39
1663848000,2,333.79,0.69,25.7,11,1.59,16.58,19.72,0.69
1663851600,2,413.89,6.54,34.62,2.66,1.65,17.82,21.32,1.04
1663855200,2,473.98,17.21,31.53,9.92,1.86,18.65,22.4,1.41
1663858800,2,487.33,16.76,32.56,27.89,2.35,19.38,23.24,1.8
1663862400,2,310.42,2.46,15.42,111.58,4.17,14.61,17.42,0.97
1663866000,3,280.38,1.03,8.83,150.2,3.93,14.56,17.14,0.84
1663869600,3,270.37,0.61,6.34,171.66,3.81,15.12,17.6,0.72
1663873200,3,257.02,0.43,4.28,155.93,2.92,14.46,16.79,0.51
1663876800,3,253.68,0.42,4.11,144.48,2.83,13.91,16.2,0.48
1663880400,3,250.34,0.42,4.67,143.05,3.16,13.56,15.85,0.49
1663884000,2,467.3,6.82,43.87,90.84,3.61,16.31,19.56,1.99
1663887600,3,821.11,20.34,91.85,39.7,4.23,21.45,26.33,3.77
1663891200,4,1108.17,35.76,119.27,7.78,5.07,26.83,33.66,5.19
1663894800,4,1268.39,51.86,124.75,0.03,5.96,32.49,41.48,6.14
1663898400,4,1308.44,56.77,113.79,0,5.19,37.79,48.19,5.38
1663902000,4,1201.63,46.04,95.96,0,3.73,40.19,50.15,4.31
1663905600,4,620.84,0,56.89,46.49,5.25,29.62,34.79,2.69
1663909200,4,480.65,0,32.9,51.5,3.93,26.83,30.85,2.28
1663912800,4,403.88,0,21.76,55.79,3.64,25.54,28.75,1.84
1663916400,4,357.15,0,16.45,60.8,3.37,25.65,28.5,1.28
1663920000,4,340.46,0,15.42,59.37,2.71,27.21,30.1,0.9
1663923600,4,340.46,0,16.79,51.5,2.41,29.01,32.12,0.75
1663927200,4,353.81,0.01,21.76,35.05,2.21,30.53,34,0.71
1663930800,4,397.21,0.55,32.56,12.52,2.09,32.44,36.42,0.88
1663934400,4,547.41,19.45,40.44,0.2,2.21,35.93,41.12,1.9
1663938000,4,834.47,64.37,42.16,0.1,2.38,39.94,46.8,3.45
1663941600,4,1108.17,107.29,41.81,1.77,2.5,42.41,50.49,4.56
1663945200,4,1201.63,109.08,51.41,6.62,2.8,43.02,51.21,4.37
1663948800,4,370.5,2.74,20.05,131.61,7.15,25.39,28.6,1.6
1663952400,4,347.14,1.05,11.31,185.97,8.11,27.73,30.7,1.28
1663956000,5,350.48,0.63,9,240.33,11.44,32.58,35.55,1.08
1663959600,5,340.46,0.48,7.28,248.91,13.47,32.17,34.84,0.74
1663963200,4,323.77,0.45,6.43,228.88,12.16,28.03,30.32,0.54
1663966800,4,303.75,0.44,6,200.27,8.82,22.98,24.86,0.5
1663970400,3,310.42,0.73,9.85,177.38,7.75,20.33,22.04,0.72
1663974000,3,343.8,0.8,15.59,163.08,8.82,21.49,23.36,1
1663977600,3,357.15,0.25,18.68,140.19,8.46,22.92,24.98,1.11
1663981200,3,357.15,0,18.68,117.3,7.87,23.82,26.15,1.11
1663984800,3,357.15,0,18.51,98.71,6.97,24.65,27.37,1.11
1663988400,4,357.15,0,16.79,85.83,5.07,25.24,28.34,0.97
1663992000,4,373.84,0,19.02,69.38,3.37,25.77,29.2,0.73
1663995600,4,390.53,0,21.76,51.5,2.44,26.19,29.72,0.55
1663999200,4,380.52,0,18.85,43.63,1.89,26.23,29.64,0.41
1664002800,4,363.83,0,15.42,37.19,1.4,26.2,29.46,0.36
1664006400,4,350.48,0.01,14.05,29.33,1.19,26.19,29.14,0.36
1664010000,4,340.46,0.03,13.88,22.89,1.19,26.3,29.19,0.38
1664013600,4,337.12,0.08,15.42,17.52,1.33,26.53,29.31,0.41
1664017200,4,353.81,0.4,19.36,10.64,1.48,26.96,29.54,0.46
1664020800,4,427.25,7.26,27.08,1.33,1.59,28.43,31.03,0.82
1664024400,4,567.44,27.72,30.16,0.24,1.94,30.21,33.32,1.2
1664028000,4,674.25,43.81,30.85,3.8,2.44,31.02,35.36,1.33
1664031600,4,700.95,40.68,37.01,14.31,3.16,30.88,36.12,1.47
1664035200,2,347.14,2.71,15.25,107.29,5.25,19.5,23.86,0.82
1664038800,3,313.76,0.94,7.88,151.63,5.54,18.19,22.16,0.72
1664042400,4,303.75,0.53,5.65,183.11,6.38,18.54,22.38,0.64
1664046000,3,267.03,0.4,4.07,168.8,4.53,14.45,17.55,0.53
1664049600,3,236.99,0.38,3.47,147.34,3.4,10.29,12.59,0.47
1664053200,3,223.64,0.37,3.34,134.47,3.01,8.02,9.88,0.46
1664056800,3,230.31,0.62,5.74,123.02,3.25,7.18,8.92,0.6
1664060400,2,250.34,0.78,9.6,110.15,3.58,7.39,9.34,0.84
1664064000,2,260.35,0.29,11.65,91.55,3.13,8.19,10.65,0.97
1664067600,1,263.69,0,11.65,77.25,2.92,9.69,12.92,1
1664071200,2,267.03,0,10.88,69.38,2.62,10.96,14.94,1.01
1664074800,2,263.69,0,10.11,65.09,1.97,11.66,16.3,0.85
1664078400,2,257.02,0,9.85,61.51,1.61,11.76,16.8,0.61
1664082000,2,253.68,0,9.68,57.94,1.52,11.64,16.85,0.45
1664085600,2,247,0,9.17,55.07,2.03,11.73,17.06,0.34
1664089200,2,240.33,0,9.17,50.07,2.74,12.11,17.58,0.28
1664092800,2,236.99,0,9.42,43.63,2.62,12.29,17.73,0.26
1664096400,2,236.99,0,9.6,38.27,2.21,12.33,17.66,0.24
1664100000,2,236.99,0.01,11.14,30.04,1.77,12.5,17.58,0.24
1664103600,2,257.02,0.11,15.77,18.42,1.52,12.95,17.97,0.33
1664107200,2,330.45,4.14,27.08,3.53,1.56,14.34,19.81,0.82
1664110800,2,480.65,24.59,30.5,0.16,1.8,16.5,22.81,1.46
1664114400,2,587.46,41.57,29.47,2.48,2.12,17.86,24.94,1.55
1664118000,2,580.79,37.1,31.53,11.27,2.86,18,25.46,1.46
1664121600,2,287.06,3.74,15.08,77.25,4.65,12.42,18.18,0.27
1664125200,2,257.02,1.34,8.14,115.87,3.55,11.13,15.84,0.28
1664128800,3,247,0.63,5.14,143.05,3.07,11.9,16.21,0.34
1664132400,3,236.99,0.44,4.07,143.05,2.5,11.23,14.58,0.4
1664136000,3,236.99,0.42,3.98,140.19,2.24,10.95,13.53,0.51
1664139600,3,243.66,0.42,4.41,147.34,2.32,11.53,13.86,0.59
1664143200,2,410.56,3.91,35.64,105.86,2.38,14.38,17.32,1.65
1664146800,2,700.95,8.27,80.88,44.35,2.53,18.68,22.76,2.98
1664150400,3,907.9,14.19,106.93,4.92,2.74,22.5,28.12,4.02
1664154000,4,1041.41,29.95,101.45,0,2.89,26.64,34.24,4.75
1664157600,4,1014.71,35.32,82.25,0,2.32,28.64,37.15,4.02
1664161200,3,807.76,23.25,62.38,0.09,1.64,24.99,32.51,2.85
1664164800,2,343.8,0,23.99,47.92,2.44,12.31,16.52,1.27
1664168400,1,270.37,0,14.57,48.64,2.5,9.47,12.86,0.92
1664172000,1,253.68,0,12.34,45.06,2.62,8.83,11.82,0.7
1664175600,1,243.66,0,10.8,42.56,2.68,8.6,11.41,0.59
1664179200,1,236.99,0,9.94,38.27,2.71,8.29,11,0.61
1664182800,1,230.31,0,9.77,33.26,2.56,7.92,10.8,0.73
1664186400,1,226.97,0,9.51,30.76,2.26,7.88,11.31,0.78
1664190000,1,233.65,0.01,10.62,27.54,2.03,8.07,11.6,0.83
1664193600,1,260.35,0.23,17.31,16.09,1.89,8.23,11.5,1.38
1664197200,1,313.76,3.41,25.02,4.47,1.94,7.82,10.83,2.34
1664200800,1,337.12,9.95,21.08,11.98,2.29,6.96,9.67,3.01
1664204400,1,303.75,6.43,18.85,42.92,2.56,7.48,9.99,2.56
1664208000,2,233.65,1.36,8.14,92.98,3.99,7.88,10.33,2.31
1664211600,2,220.3,0.65,4.63,107.29,3.73,7.51,10.15,2.69
1664215200,2,216.96,0.5,3.64,111.58,2.95,7.17,9.74,2.75
1664218800,2,216.96,0.39,2.87,113.01,3.16,7.4,9.51,2.18
1664222400,2,220.3,0.38,2.87,114.44,3.28,7.82,9.83,1.99
1664226000,2,216.96,0.38,3,111.58,2.62,7.3,9.23,1.96
1664229600,2,226.97,0.74,6.17,108.72,2.65,6.84,8.52,1.98
1664233200,2,243.66,0.88,10.45,103,2.77,6.57,8.07,1.98
1664236800,2,247,0.3,13.19,87.26,2.65,5.88,7.31,1.93
1664240400,1,236.99,0,12.51,75.1,2.59,5.38,6.83,1.84
1664244000,1,230.31,0,11.31,70.81,2.62,5.19,6.64,1.71
1664247600,1,223.64,0,10.8,67.95,2.77,5.02,6.47,1.63
1664251200,1,216.96,0,10.62,65.09,3.13,4.87,6.24,1.57
1664254800,1,205.28,0,8.74,65.09,3.19,4.42,5.55,1.44
1664258400,1,191.93,0,6.6,68.66,3.1,3.75,4.69,1.41
1664262000,1,183.58,0,5.74,67.95,2.77,3.29,4.21,1.42
1664265600,1,181.91,0,6.08,61.51,2.56,3.2,4.19,1.41
1664269200,1,180.24,0,6.6,54.36,2.53,3.28,4.32,1.38
1664272800,1,181.91,0,7.45,47.92,2.47,3.48,4.59,1.35
1664276400,1,188.59,0,9.77,41.48,2.38,3.8,4.99,1.38
1664280000,1,230.31,0.06,19.36,28.25,2.35,4.62,6.19,1.74
1664283600,1,293.73,1.9,31.87,11.98,2.38,5.37,7.39,2.25
1664287200,1,327.11,8.72,28.1,20.74,2.65,5.61,7.87,2.41
1664290800,1,307.08,6.98,23.31,52.93,3.46,5.72,7.86,2.18
1664294400,2,226.97,1.69,9.94,110.15,4.71,5.04,6.23,1.49
1664298000,3,210.29,0.91,6.17,130.18,4.77,4.94,5.91,1.3
1664301600,3,205.28,0.64,4.71,137.33,4.71,4.83,5.72,1.22
1664305200,3,200.27,0.47,3.38,133.04,3.73,4.25,4.93,1.16
1664308800,3,200.27,0.47,3.34,130.18,3.43,3.93,4.54,1.16
1664312400,3,203.61,0.47,3.64,128.75,3.4,4.09,4.71,1.2
1664316000,2,257.02,1.76,13.37,117.3,3.93,5.19,6.1,1.58
1664319600,2,337.12,2.88,28.45,97.27,4.59,6.5,7.94,2.09
1664323200,1,377.18,1.23,38.73,68.66,4.71,7.03,9.02,2.37
1664326800,1,360.49,0,37.36,47.21,4.53,6.56,8.89,2.31
1664330400,1,313.76,0,28.79,40.41,3.93,5.4,7.61,2.01
1664334000,1,277.04,0,22.28,42.2,3.28,4.54,6.48,1.76
1664337600,1,253.68,0,17.31,47.92,3.22,4.08,5.65,1.54
1664341200,1,233.65,0,12.85,55.07,3.4,4.01,5.15,1.35
1664344800,1,220.3,0,9.17,60.8,3.58,4.25,5.07,1.23
1664348400,1,213.62,0,7.54,62.94,3.87,4.64,5.35,1.19
1664352000,1,213.62,0,7.37,60.8,3.93,4.96,5.67,1.14
1664355600,1,211.95,0,7.28,58.65,3.93,5.05,5.77,1.09
1664359200,1,210.29,0,7.45,57.22,3.7,5.01,5.73,1.06
1664362800,1,213.62,0,9.08,54.36,3.73,5.05,5.84,1.09
1664366400,1,243.66,0,16.62,45.06,4.05,5.61,6.73,1.39
1664370000,1,290.39,0.39,26.73,32.54,4.47,6.2,7.73,1.8
1664373600,1,303.75,3.97,24.68,40.05,5.3,6.3,8.01,1.87
1664377200,1,273.7,4.02,17.99,67.95,6.62,6,7.57,1.6
1664380800,2,220.3,1.96,10.45,104.43,7.15,4.81,5.84,1.14
1664384400,3,213.62,1.44,8.65,128.75,7.75,5.28,6.17,1.06
1664388000,3,213.62,1.02,7.2,150.2,7.63,6.07,6.9,1.03
1664391600,3,201.94,0.7,5.18,151.63,5.54,5.31,6.05,0.95
1664395200,3,198.6,0.62,4.76,148.77,4.53,4.96,5.75,0.99
1664398800,3,200.27,0.6,4.88,144.48,3.93,4.68,5.54,1.04
1664402400,3,273.7,2.4,17.99,121.59,3.64,5.28,6.52,1.55
1664406000,2,403.88,4.69,42.16,87.98,3.46,6.88,8.83,2.37
1664409600,2,487.33,2.18,63.06,52.93,3.01,8.3,10.99,2.91
1664413200,2,587.46,3.35,82.25,10.91,2.62,10.85,14.82,3.51
1664416800,2,680.92,22.58,73.34,0.02,2.41,14.05,19.64,3.86
1664420400,2,734.33,40.23,60.32,0,2.38,16.87,24.03,3.99
1664424000,2,761.03,52.75,48.67,0,2.68,18.37,26.63,3.77
1664427600,2,647.54,46.04,36.67,0,2.68,15.63,22.77,2.6
1664431200,2,447.27,24.14,27.42,0.04,2.41,10.9,15.19,1.65
1664434800,1,236.99,0.19,17.99,22.71,2.95,6,7.57,1.27
1664438400,1,205.28,0,10.11,40.05,3.25,5.4,6.53,1.19
1664442000,1,201.94,0,8.65,46.49,3.61,5.68,6.72,1.2
1664445600,1,205.28,0,9,47.21,3.81,6.21,7.22,1.23
1664449200,1,213.62,0,10.8,45.78,4.17,6.96,8,1.33
1664452800,1,247,0.01,17.65,39.34,4.77,8.04,9.32,1.65
1664456400,1,280.38,0.24,25.02,31.83,5.36,8.61,10.12,1.93
1664460000,1,290.39,3.05,21.76,38.98,5.72,8.52,10.11,1.92
1664463600,1,267.03,3.52,15.42,64.37,6.2,7.92,9.38,1.66
1664467200,2,223.64,1.62,8.14,98.71,5.3,5.65,6.58,1.19
1664470800,2,216.96,1.15,6.34,117.3,5.01,5.52,6.36,1.06
1664474400,3,216.96,0.85,5.27,130.18,4.53,5.87,6.69,1.03
1664478000,3,216.96,0.66,4.54,137.33,3.61,5.56,6.31,0.98
1664481600,3,216.96,0.59,4.37,140.19,3.19,5.57,6.29,0.99
1664485200,3,220.3,0.54,4.41,137.33,2.92,5.62,6.35,1.04
1664488800,3,263.69,1.56,12.85,124.45,2.98,6.29,7.27,1.41
1664492400,2,330.45,2.32,26.39,105.86,3.13,7.37,8.76,1.88
1664496000,2,363.83,0.78,35.3,80.11,3.07,7.89,9.65,2.15
1664499600,1,353.81,0,34.62,60.08,3.1,8.01,10.08,2.18
1664503200,1,330.45,0,29.13,50.78,3.07,7.99,10.21,2.03
1664506800,1,307.08,0,25.02,44.35,3.04,7.99,10.3,1.9
1664510400,1,283.72,0,21.25,38.98,3.28,7.44,9.61,1.76
1664514000,1,243.66,0,15.42,40.41,3.64,6.1,7.75,1.49
1664517600,1,213.62,0,10.2,50.78,4.29,5.05,6.16,1.25
1664521200,1,200.27,0,7.54,65.8,5.01,4.43,5.28,1.09
1664524800,1,200.27,0,7.71,62.94,4.77,4.35,5.19,1.04
1664528400,1,200.27,0,8.23,59.37,4.71,4.44,5.33,1.04
1664532000,1,201.94,0,9.08,53.64,4.41,4.61,5.58,1.04
1664535600,1,210.29,0,11.31,45.78,3.93,4.92,6.01,1.12
1664539200,1,253.68,0.06,21.42,30.4,3.61,5.84,7.36,1.55
1664542800,1,323.77,1.9,34.27,11.98,3.49,6.65,8.69,2.15
1664546400,1,347.14,8.49,29.47,21.28,3.99,6.67,8.95,2.25
1664550000,1,317.1,6.82,22.96,54.36,5.48,6.55,8.69,1.93
1664553600,2,226.97,1.63,8.65,104.43,5.54,4.59,5.55,1.01
1664557200,3,216.96,0.99,5.83,123.02,5.01,4.63,5.4,0.87
1664560800,3,213.62,0.73,4.71,131.61,4.41,4.89,5.59,0.83
1664564400,3,213.62,0.64,4.28,135.9,3.58,4.82,5.46,0.81
1664568000,3,213.62,0.61,4.28,137.33,3.1,4.64,5.23,0.77
1664571600,3,216.96,0.59,4.54,134.47,2.89,4.77,5.35,0.78
1664575200,2,307.08,3.13,20.91,113.01,2.98,6.4,7.41,1.44
1664578800,2,467.3,6.43,49.35,77.25,3.22,9.19,11.06,2.47
1664582400,2,567.44,3.32,72.66,37.55,3.34,11.36,14.19,3.07
1664586000,2,600.81,1.75,80.88,8.76,3.61,13.86,18.24,3.58
1664589600,2,600.81,5.98,71.97,1.7,3.93,16.25,21.84,3.51
1664593200,2,594.14,11.06,63.75,0.37,4.65,18.3,24.77,3.39
1664596800,2,580.79,15.2,57.58,0.07,5.9,18.51,25.33,3.17
1664600400,2,487.33,11.4,50.04,0.2,5.96,14.53,20.12,2.37
1664604000,1,353.81,2.63,37.7,4.6,4.83,9.69,13.28,1.52
1664607600,1,270.37,0.06,22.96,21.1,3.93,7.56,9.72,1.09
1664611200,1,233.65,0,14.22,34.33,3.43,7.6,9.12,0.95
1664614800,1,223.64,0,10.71,38.98,3.1,8.37,9.69,0.91
1664618400,1,220.3,0,9.85,37.91,2.65,9.01,10.31,0.91
1664622000,1,226.97,0.02,12.17,30.76,2.29,9.58,11.03,1
1664625600,2,280.38,0.65,23.31,14.84,2.12,10.95,13.06,1.5
1664629200,2,360.49,7.71,30.5,2.41,2.12,12.15,15.07,2.09
1664632800,2,397.21,15.65,26.73,11.35,2.38,12.28,15.64,2.28
1664636400,2,380.52,11.29,26.39,38.98,3.19,12.28,15.64,2.03
1664640000,3,230.31,1.29,7.97,121.59,5.25,7.05,8.09,0.85
1664643600,3,216.96,0.71,4.84,140.19,4.65,6.76,7.55,0.7
1664647200,3,213.62,0.53,3.86,148.77,4.23,6.94,7.67,0.66
1664650800,3,213.62,0.48,3.6,153.06,3.78,7.03,7.69,0.64
1664654400,3,213.62,0.5,3.94,158.79,3.81,7.16,7.8,0.63
1664658000,3,216.96,0.53,4.71,161.65,4.17,7.28,7.93,0.63
1664661600,2,393.87,6.2,36.33,108.72,4.29,10.47,12.19,1.9
1664665200,2,687.6,16.09,82.94,52.93,4.77,16.52,20.05,4.05
1664668800,3,907.9,19,127.49,13.41,5.66,22.25,27.85,6.46
1664672400,4,988.01,26.6,134.35,0.01,6.02,25.91,33.72,7.98
1664676000,4,961.3,33.97,113.79,0,5.42,27.47,36.79,8.04
1664679600,4,907.9,38,90.48,0,4.23,27.98,38.24,7.09
1664683200,4,834.47,38,69.23,0,3.16,26.77,36.91,5.32
1664686800,4,781.06,38.89,56.21,0,2.83,25.58,34.78,4.05
1664690400,4,761.03,40.23,50.04,0,2.89,25.7,34.09,3.2
1664694000,4,741,38.89,47.3,0,2.98,26.69,34.38,2.56
1664697600,4,694.27,34.42,43.18,0,2.59,26.83,33.88,1.84
1664701200,3,547.41,23.02,34.96,0.02,2.09,23.29,28.78,1.11
1664704800,2,350.48,6.48,27.08,0.99,1.97,15.77,18.78,0.81
1664708400,2,263.69,2.21,20.56,3.17,1.64,11.63,13.74,0.89
1664712000,2,300.41,7.49,22.96,1.12,1.68,11.76,14.36,1.65
1664715600,2,407.22,19.45,28.1,0.47,2.03,13.52,17.05,2.5
1664719200,2,467.3,26.82,28.1,6.79,2.44,14.76,18.84,2.66
1664722800,2,453.95,21.23,28.45,22.89,3.13,15.32,19.4,2.37
1664726400,2,300.41,3.35,16.62,104.43,7.75,13.45,15.56,1.5
1664730000,3,290.39,1.76,11.14,141.62,7.51,14.97,16.93,1.44
1664733600,3,290.39,0.91,7.37,170.23,6.32,16.73,18.58,1.41
1664737200,3,257.02,0.45,3.64,163.08,3.28,12.91,13.88,1.09
1664740800,3,243.66,0.42,3.38,157.36,2.65,11.22,11.94,0.97
1664744400,3,243.66,0.42,3.73,153.06,2.68,10.73,11.39,0.89
1664748000,2,343.8,3.13,23.65,115.87,2.86,12.24,13.58,1.57
1664751600,2,514.03,6.31,54.84,62.23,2.98,15.14,17.74,2.63
1664755200,2,634.19,4.41,80.88,16.63,3.1,17.68,21.77,3.45
1664758800,2,687.6,10.28,80.88,0.56,3.37,19.81,25.53,4.05
1664762400,3,680.92,17.88,69.23,0.06,3.07,21.11,27.93,3.99
1664766000,3,660.9,22.8,58.26,0.02,2.44,21.94,29.29,3.7
1664769600,3,634.19,25.48,50.04,0.01,2.12,22.02,29.36,3.2
1664773200,3,540.73,19.89,40.44,0.02,1.83,20.05,26.17,2.15
1664776800,2,427.25,11.18,30.85,0.18,1.89,17.61,22.16,1.49
1664780400,2,333.79,3.74,25.36,1.45,2.41,15.97,19.18,1.23
1664784000,2,283.72,0.95,20.56,5.99,2.71,15.21,17.58,1.09
1664787600,2,253.68,0.12,15.42,17.34,2.8,15.13,16.93,0.97
1664791200,2,240.33,0.01,12.17,31.83,2.71,15.74,17.25,0.86
1664794800,2,243.66,0.01,13.71,34.69,2.68,16.21,17.81,0.95
1664798400,2,293.73,0.27,26.05,21.28,2.77,16.98,19.29,1.57
1664802000,2,373.84,4.69,38.04,4.52,2.98,17.33,20.57,2.31
1664805600,2,410.56,15.2,31.53,10.73,3.34,16.49,20.29,2.53
1664809200,2,380.52,13.97,26.73,32.19,4.35,15.3,18.92,2.25
1664812800,2,273.7,3.91,16.28,87.26,7.33,13.77,15.92,1.31
1664816400,3,263.69,2.46,13.37,120.16,8.7,15.06,17.15,1.2
1664820000,3,263.69,1.59,11.31,155.93,9.89,17.19,19.23,1.12
1664823600,3,223.64,0.82,6.08,151.63,5.66,12.87,14,0.69
1664827200,3,211.95,0.71,5.48,148.77,4.77,10.76,11.63,0.57
1664830800,3,211.95,0.68,6.25,151.63,5.07,10.21,11.05,0.55
1664834400,2,433.92,6.76,52.09,107.29,6.08,13.41,15.72,3.1
1664838000,3,827.79,18.55,130.24,47.92,8.34,20.16,25.12,7.66
1664841600,4,1174.93,36.66,186.44,5.81,10.13,27.88,36.09,11.78
1664845200,4,1375.2,59.01,197.41,0,10.73,35.73,47.55,14.19
1664848800,4,1455.31,70.63,186.44,0,10.01,42.46,56.61,14.95
1664852400,4,1361.85,63.48,159.03,0,8.11,43.82,57.74,13.55
1664856000,4,1121.52,42.02,113.79,0,4.95,36.76,47.76,7.73
1664859600,4,1014.71,43.81,83.63,0,3.34,34.25,43.97,4.75
1664863200,4,988.01,48.73,68.55,0,3.07,34.26,43.52,3.61
1664866800,4,1001.36,54.99,61.01,0,3.04,36.55,45.8,3.04
1664870400,4,988.01,59.01,52.09,0,2.8,38.66,48.02,2.22
1664874000,4,834.47,43.81,42.16,0,3.01,35.39,43.47,1.46
1664877600,3,390.53,0.78,39.76,17.17,6.68,21.92,25.04,0.68
1664881200,2,257.02,0.02,22.28,27.54,5.72,15.06,17.11,0.74
1664884800,2,280.38,0.71,30.5,12.87,6.68,13.54,15.98,1.38
1664888400,2,353.81,7.26,41.47,1.56,8.58,14,17.16,2.03
1664892000,2,383.85,13.08,42.16,6.62,10.49,13.98,17.49,2.15
1664895600,2,343.8,11.85,38.04,27.18,13.47,13.31,16.54,1.76
1664899200,2,253.68,5.2,25.36,75.1,13.35,10.79,12.73,0.9
1664902800,2,243.66,4.25,20.73,103,13.23,11.15,12.95,0.79
1664906400,3,243.66,2.82,16.96,137.33,12.4,13.04,14.83,0.7
1664910000,3,233.65,1.23,10.02,164.51,8.11,14.9,16.55,0.57
1664913600,3,226.97,0.69,7.28,168.8,5.3,14.96,16.57,0.57
1664917200,3,223.64,0.52,7.11,160.22,3.81,13.67,15.26,0.59
1664920800,2,303.75,1.69,25.7,117.3,3.25,13.19,15.34,1.38
1664924400,2,447.27,2.91,56.21,60.8,3.46,14.25,17.54,2.5
1664928000,2,560.76,1.87,78.83,19.85,4.17,15.57,20.27,3.23
1664931600,2,620.84,3.16,87.74,3.84,6.02,17.21,23.52,3.67
1664935200,2,640.87,3.74,93.22,2.55,8.7,19.74,26.91,3.58
1664938800,3,607.49,1.51,89.11,6.88,9.89,21.92,28.75,3.2
1664942400,3,534.06,0.54,70.6,12.34,7.75,21.23,26.98,2.63
1664946000,2,480.65,0.58,57.58,10.73,5.36,19.39,24.18,1.95
1664949600,2,433.92,0.35,47.98,12.34,4.29,18.12,22.11,1.12
1664953200,2,400.54,0.19,41.13,14.48,3.64,17.42,21,0.69
1664956800,2,380.52,0.22,37.01,13.59,3.28,17.22,20.58,0.58
1664960400,2,377.18,0.47,36.67,9.48,3.22,17.71,21.13,0.55
1664964000,2,403.88,2.88,38.73,2.37,2.62,19.47,23.43,0.6
1664967600,3,467.3,13.63,35.64,0.03,2.03,22.52,27.58,0.83
1664971200,4,640.87,41.57,32.9,0,2,28.19,35.35,2.03
1664974800,4,894.55,84.94,32.22,0.05,2.38,34.01,43.5,3.51
1664978400,4,1094.82,121.59,29.47,1.2,2.53,36.98,47.97,4.12
1664982000,4,1121.52,128.75,31.19,3.58,3.04,37.15,48.35,4.31
1664985600,2,287.06,6.03,28.1,94.41,12.76,15.7,17.94,0.93
1664989200,3,247,2.85,15.77,125.89,9.78,14.64,16.3,0.8
1664992800,3,236.99,1.37,9.68,155.93,8.7,15.97,17.43,0.64
1664996400,3,230.31,0.76,6.51,175.95,7.57,16.6,17.86,0.49
1665000000,4,226.97,0.64,6,181.67,7.27,16.4,17.56,0.43
1665003600,4,226.97,0.61,6.6,185.97,7.75,16.33,17.44,0.38
1665007200,3,267.03,1.3,16.79,178.81,10.13,17.79,19.2,0.76
1665010800,3,340.46,1.66,35.3,153.06,13.95,19.5,21.43,1.41
1665014400,2,380.52,0.38,44.55,111.58,13.35,19.04,21.54,1.85
1665018000,2,370.5,0,39.07,79.39,10.13,17.95,20.7,1.88
1665021600,2,347.14,0,35.64,62.94,9.42,17.17,19.86,1.65
1665025200,2,327.11,0,33.59,55.07,9.06,16.16,18.68,1.42
1665028800,2,327.11,0,33.24,46.49,7.15,14.8,17.26,1.19
