dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1669467600,1,243.66,0.07,12.34,22.35,3.37,3.13,3.68,0.21
1669471200,1,277.04,0.37,19.02,14.84,3.99,3.55,4.33,0.44
1669474800,1,300.41,1.58,21.93,7.33,2.74,3.54,4.26,0.52
1669478400,1,273.7,2.6,10.2,18.6,1.68,3.44,4.05,0.46
1669482000,1,273.7,2.51,7.2,33.97,1.94,4.39,5,0.48
1669485600,1,270.37,2.07,5.65,48.64,2.06,5.38,5.93,0.49
1669489200,1,260.35,1.16,3.86,70.1,1.97,5.01,5.42,0.4
1669492800,2,250.34,0.78,3.21,80.82,1.19,3.42,3.81,0.43
1669496400,1,247,0.7,3.3,78.68,0.83,2.5,2.87,0.55
1669500000,1,247,0.85,5.74,77.96,1.18,2.58,3.03,0.73
1669503600,1,257.02,0.5,10.54,75.82,1.46,2.77,3.38,0.93
1669507200,1,267.03,0.01,14.39,70.81,1.53,2.83,3.65,1.14
1669510800,1,283.72,0,18.51,63.66,1.61,3.17,4.35,1.46
1669514400,1,300.41,0,21.93,55.79,1.59,3.63,5.24,1.74
1669518000,1,303.75,0,22.28,50.07,1.52,3.78,5.67,1.85
1669521600,1,300.41,0.01,21.42,46.49,1.46,3.79,5.84,1.9
1669525200,1,290.39,0.01,18.68,45.42,1.45,3.35,5.36,1.79
1669528800,1,263.69,0,13.19,47.92,1.43,2.44,4.31,1.46
1669532400,1,240.33,0,8.48,52.93,1.55,1.84,3.73,1.17
1669536000,1,230.31,0,6.51,57.22,1.68,1.72,3.5,1.06
1669539600,1,223.64,0,5.91,60.8,1.62,1.71,3.32,0.99
1669543200,1,223.64,0,5.57,63.66,1.73,1.74,3.19,0.92
1669546800,1,223.64,0,5.83,63.66,2,1.84,3.22,0.88
1669550400,1,230.31,0,7.2,60.08,2.18,2.12,3.61,0.86
1669554000,1,253.68,0,11.48,54.36,2.26,2.8,4.68,1.06
1669557600,1,283.72,0.44,16.45,47.92,2.95,3.55,5.92,1.41
1669561200,1,297.07,2.51,14.57,49.35,3.93,4.18,7.16,1.58
1669564800,1,293.73,3.3,10.97,55.07,3.87,4.72,8.24,1.57
1669568400,1,290.39,3.19,9.34,61.51,3.58,5.49,9.26,1.55
1669572000,1,287.06,2.57,8.23,70.81,3.43,6.47,10.45,1.52
1669575600,2,277.04,1.63,6.25,82.25,2.98,7.09,11.46,1.39
1669579200,2,277.04,1.45,6.34,86.55,2.83,7.56,12.22,1.42
1669582800,2,283.72,1.42,7.45,87.26,2.86,7.89,12.78,1.5
1669586400,2,440.6,9.95,29.47,41.48,2.26,11.22,17.42,2.41
1669590000,2,714.3,37.1,45.93,5.81,1.89,16.57,24.61,3.96
1669593600,3,974.66,73.31,47.98,0.04,2.09,21.62,31.63,5.89
1669597200,4,1148.22,99.24,48.67,0,2.29,26.63,39.15,7.35
1669600800,4,1174.93,105.5,45.24,0,1.65,30.23,44.49,5.07
1669604400,4,1028.06,84.94,40.44,0,1.09,29.18,43.16,2.5
1669608000,2,587.46,19.22,45.24,0.14,1.28,17.08,28.38,1.38
1669611600,2,453.95,6.09,39.76,1.4,1.16,13.79,24.5,1.01
1669615200,2,360.49,0.96,30.16,9.12,1.21,11.56,21.78,0.62
1669618800,2,310.42,0.11,21.08,20.56,1.25,10.35,19.92,0.46
1669622400,1,287.06,0.07,17.82,22.71,1.15,9.5,17.5,0.38
1669626000,1,270.37,0.09,16.28,21.28,1.12,8.5,14.71,0.34
1669629600,1,257.02,0.14,15.25,18.78,1.1,7.55,12.29,0.33
1669633200,1,257.02,0.32,15.94,14.66,1.16,7.05,10.95,0.37
1669636800,1,273.7,1.22,19.54,7.96,1.34,7.26,10.95,0.5
1669640400,1,353.81,10.51,24.33,0.83,1.67,9.25,13.91,1.04
1669644000,2,473.98,29.06,24.33,0.84,2.24,11.72,17.57,1.58
1669647600,2,527.38,38,23.99,5.68,3.64,13.34,19.66,1.76
1669651200,2,467.3,26.38,27.76,18.6,8.46,15.09,20.63,1.33
1669654800,2,427.25,20.12,28.79,31.11,11.92,14.29,19.68,1.6
1669658400,2,400.54,16.54,31.19,43.99,16.45,14.48,19.88,1.65
1669662000,2,320.43,8.38,28.79,80.82,19.07,10.92,17.15,1.23
1669665600,2,307.08,6.93,29.82,91.55,19.55,10.77,17.64,1.23
1669669200,2,293.73,4.75,26.05,97.27,16.45,10.5,17.18,1.16
1669672800,2,300.41,3.02,24.68,91.55,12.99,10.54,17.09,1.23
1669676400,2,340.46,1.38,31.87,74.39,12.76,12.12,18.59,1.42
1669680000,2,373.84,0.02,40.1,60.8,11.8,13.81,20.21,1.35
1669683600,2,377.18,0,42.84,52.21,10.01,14.08,20.39,1.04
1669687200,2,360.49,0,38.73,49.35,8.46,13.97,20.05,0.81
1669690800,2,340.46,0,31.53,52.21,7.09,14.17,20.11,0.64
1669694400,2,317.1,0,23.31,58.65,5.96,14.38,20.18,0.45
1669698000,2,300.41,0,17.99,62.23,5.3,14.29,20.21,0.28
1669701600,2,280.38,0,13.54,63.66,4.95,12.34,17.92,0.12
1669705200,1,257.02,0,10.11,63.66,4.35,9.7,15.3,0.05
1669708800,1,236.99,0,7.45,64.37,3.43,7.43,12.45,0.06
1669712400,1,223.64,0,5.57,62.94,2.59,5.87,9.64,0.09
1669716000,1,220.3,0,4.8,56.51,2.12,4.74,7.48,0.13
1669719600,1,220.3,0,5.23,46.49,2.18,3.77,6.24,0.17
1669723200,1,226.97,0,7.03,40.05,3.34,3.72,6.28,0.2
1669726800,1,247,0.02,11.65,30.76,4.41,4.41,7.07,0.34
1669730400,1,267.03,0.17,17.31,20.38,5.25,5.13,7.49,0.48
1669734000,1,270.37,0.47,19.19,15.91,6.38,5.62,7.69,0.5
1669737600,1,253.68,0.69,17.31,17.17,7.39,5.91,7.72,0.41
1669741200,1,240.33,0.95,15.08,20.03,7.87,5.78,7.36,0.33
1669744800,1,226.97,0.98,13.19,23.6,7.75,5.22,6.59,0.28
1669748400,1,216.96,1.34,10.28,27.89,6.74,4.45,5.59,0.24
1669752000,1,216.96,1.79,8.05,30.4,5.54,3.74,4.72,0.24
1669755600,1,213.62,1.79,6.94,32.54,4.89,3.01,3.9,0.24
1669759200,1,223.64,1.82,8.14,30.76,4.35,2.68,3.7,0.33
1669762800,1,243.66,1.23,12.68,23.96,3.93,2.91,4.28,0.45
1669766400,1,263.69,0.24,16.96,17.34,3.76,3.43,5.14,0.54
1669770000,1,277.04,0.31,18.51,14.48,3.81,4.29,6.43,0.62
1669773600,1,280.38,0.31,18.16,14.13,3.76,5.38,8.04,0.64
1669777200,1,277.04,0.22,16.45,15.38,3.49,6.4,9.5,0.59
1669780800,1,280.38,0.24,16.28,14.84,3.25,7.36,10.73,0.59
1669784400,1,290.39,0.36,17.31,11.98,2.68,8.11,11.51,0.6
1669788000,1,283.72,0.25,15.77,11.98,2.18,8.28,11.26,0.48
1669791600,1,277.04,0.13,13.02,14.31,1.94,8.16,10.56,0.38
1669795200,1,267.03,0.07,11.14,17.52,1.8,7.38,9.28,0.29
1669798800,1,253.68,0.02,7.45,27.54,1.68,6.43,7.8,0.22
1669802400,1,267.03,0,6.25,42.92,1.86,7.89,10.53,0.47
1669806000,1,280.38,0,7.45,45.06,2.32,8.91,12.71,0.72
1669809600,1,270.37,0,6.68,50.78,1.67,8.51,12.6,0.88
1669813200,1,260.35,0,7.97,52.21,1.52,7.22,11.27,1.08
1669816800,1,263.69,0.23,10.71,50.78,1.7,5.43,9.29,1.23
1669820400,1,260.35,1.58,9.68,53.64,1.94,3.85,7.14,1.23
1669824000,1,253.68,2.29,7.54,57.94,2.35,2.87,5.39,1.17
1669827600,1,247,2.29,6.34,62.23,2.65,2.46,4.34,1.11
1669831200,1,240.33,1.98,5.57,67.95,2.77,2.45,3.89,1.03
1669834800,1,236.99,1.73,5.27,73.67,2.62,2.61,3.75,0.97
1669838400,1,233.65,1.52,5.31,78.68,2.44,2.67,3.65,0.93
1669842000,1,230.31,1.29,5.44,79.39,2.21,2.47,3.37,0.89
1669845600,1,233.65,1.19,7.28,75.82,2.18,2.36,3.28,0.96
1669849200,1,250.34,0.67,11.82,66.52,2.26,2.52,3.54,1.14
1669852800,1,263.69,0.01,15.94,57.22,2.26,2.72,3.87,1.31
1669856400,1,263.69,0,15.77,55.07,2.24,2.93,4.29,1.38
1669860000,1,253.68,0,13.54,56.51,2.35,3.05,4.5,1.31
1669863600,1,247,0,11.65,58.65,2.8,3.22,4.67,1.2
1669867200,1,243.66,0,11.31,58.65,3.58,3.51,5.01,1.12
1669870800,1,243.66,0,11.14,57.22,3.93,3.5,5,1.06
1669874400,1,233.65,0,9.68,55.79,3.81,2.98,4.21,0.89
1669878000,1,226.97,0,8.83,55.07,3.73,2.68,3.67,0.81
1669881600,1,223.64,0,8.48,54.36,3.81,2.54,3.43,0.75
1669885200,1,220.3,0,8.91,53.64,4.17,2.51,3.37,0.72
1669888800,1,220.3,0,9.25,52.21,4.29,2.4,3.25,0.68
1669892400,1,223.64,0,9.85,51.5,4.47,2.2,3.07,0.66
1669896000,1,226.97,0,11.48,49.35,4.89,2.12,3.06,0.7
1669899600,1,243.66,0.01,15.77,44.7,5.3,2.4,3.66,0.92
1669903200,1,263.69,0.6,20.05,39.7,5.66,2.6,4.22,1.16
1669906800,1,270.37,3.8,17.65,42.2,6.26,2.6,4.38,1.23
1669910400,1,267.03,6.37,15.94,45.78,7.75,2.57,4.38,1.22
1669914000,1,263.69,7.93,16.28,48.64,9.66,2.66,4.41,1.19
1669917600,1,263.69,8.72,17.48,52.21,11.32,2.89,4.53,1.16
1669921200,1,263.69,9.05,19.54,56.51,12.87,3.43,4.97,1.17
1669924800,1,273.7,9.72,23.31,57.94,16.21,4.33,5.92,1.22
1669928400,1,277.04,8.38,25.36,60.08,17.4,5.08,6.62,1.23
1669932000,1,300.41,6.71,31.53,54.36,16.45,6.1,7.91,1.47
1669935600,2,343.8,3.55,45.24,36.12,16.93,7.57,9.91,1.92
1669939200,2,380.52,0.26,52.09,23.6,15.97,8.53,11.27,2.25
1669942800,2,383.85,0.18,48.67,23.96,14.9,9.01,12.12,2.37
1669946400,2,360.49,0.1,45.93,26.46,14.9,9.11,12.45,2.22
1669950000,2,320.43,0.04,43.53,32.19,12.64,8.49,11.68,1.85
1669953600,1,280.38,0.01,33.24,42.56,9.66,7.42,10.01,1.42
1669957200,1,267.03,0,26.39,47.21,9.3,7.13,9.27,1.11
1669960800,1,253.68,0,21.25,51.5,9.3,6.9,8.65,0.71
1669964400,1,243.66,0,16.62,57.22,8.23,6.87,8.62,0.44
1669968000,1,233.65,0,13.37,62.23,7.39,6.85,9.36,0.28
1669971600,1,226.97,0,11.65,64.37,6.97,6.99,11.43,0.21
1669975200,1,223.64,0,11.31,63.66,6.79,7.18,14.12,0.2
1669978800,1,223.64,0,10.97,61.51,6.74,7.07,16.35,0.21
1669982400,1,223.64,0,11.82,57.22,6.62,6.74,18.08,0.25
1669986000,1,240.33,0,16.45,50.07,6.79,6.83,19.71,0.38
1669989600,2,267.03,0.03,22.28,41.84,6.62,7.26,20.94,0.58
1669993200,2,280.38,0.3,23.31,36.48,5.6,7.3,21.33,0.67
1669996800,1,270.37,0.64,18.51,37.19,4.17,6.71,18.97,0.61
1670000400,1,257.02,0.67,14.74,41.13,3.73,6.38,15.25,0.52
1670004000,1,250.34,0.56,12.85,45.42,3.55,6.52,13.69,0.46
1670007600,1,243.66,0.62,10.45,51.5,2.65,6.76,12.19,0.42
1670011200,1,240.33,0.85,9.85,54.36,3.4,7.06,10.63,0.38
1670014800,1,236.99,0.94,9.68,55.79,4.65,6.98,9.23,0.34
1670018400,1,250.34,1.1,12.68,50.78,5.66,7.34,9.55,0.44
1670022000,1,277.04,0.65,18.51,39.7,5.25,8.3,11.17,0.59
1670025600,1,300.41,0.05,22.96,29.33,4.47,9.33,12.79,0.66
1670029200,1,310.42,0.07,23.65,25.03,4.23,9.99,14.22,0.69
1670032800,2,300.41,0.06,22.28,25.03,4.47,10.23,15.27,0.63
1670036400,2,280.38,0.04,19.71,27.18,5.72,10.19,15.62,0.47
1670040000,2,260.35,0.02,17.48,29.33,6.68,10.15,16.18,0.34
1670043600,2,247,0.02,15.94,30.4,6.44,10.2,16.56,0.23
1670047200,1,233.65,0.01,13.37,31.83,6.02,9.86,15.97,0.09
1670050800,1,220.3,0,10.71,32.19,4.83,9.52,15.52,0.01
1670054400,1,216.96,0.01,9.6,29.68,3.4,9.54,15.52,0.04
1670058000,1,220.3,0.01,9.68,26.46,2.56,9.66,15.47,0.11
1670061600,1,226.97,0.03,10.54,22.89,2.06,9.82,15.07,0.18
1670065200,1,236.99,0.06,11.65,19.13,1.7,9.87,14.28,0.25
1670068800,2,253.68,0.2,14.57,14.13,1.64,10.01,13.82,0.38
1670072400,2,307.08,2.24,22.96,4.52,1.8,10.92,14.42,0.74
1670076000,2,367.16,7.82,27.08,0.64,1.85,11,14.08,0.97
1670079600,1,353.81,6.43,25.36,3.08,1.76,8.32,10.65,0.86
1670083200,1,267.03,1.3,14.57,22.89,2.06,4.09,5.28,0.5
1670086800,1,250.34,1.69,10.54,30.04,2.21,3.81,4.86,0.46
1670090400,1,243.66,1.87,9.08,35.41,2.29,4.49,5.56,0.43
1670094000,1,233.65,1.55,7.45,44.7,2.06,4.64,5.65,0.36
1670097600,1,230.31,1.41,7.03,51.5,2,4.84,5.83,0.36
1670101200,1,230.31,1.41,7.54,52.93,2.09,4.98,5.97,0.41
1670104800,1,253.68,1.79,12.85,43.99,2.35,5.25,6.49,0.67
1670108400,1,280.38,0.94,21.08,29.33,2.24,5.33,6.84,0.91
1670112000,1,300.41,0.22,25.36,18.78,1.91,5.14,6.78,1.01
1670115600,1,300.41,0.44,23.65,13.23,1.73,5.16,6.92,0.98
1670119200,1,293.73,0.75,19.36,9.03,1.56,5.5,7.28,0.87
1670122800,1,290.39,0.78,16.45,7.33,1.49,5.92,7.64,0.71
1670126400,1,290.39,0.71,15.94,7.78,1.56,6.26,8.02,0.62
1670130000,1,297.07,0.83,16.96,6.79,1.55,6.63,8.49,0.57
1670133600,1,290.39,0.54,15.94,7.42,1.46,6.45,8.12,0.42
1670137200,1,277.04,0.31,13.71,9.21,1.42,6.14,7.62,0.33
1670140800,1,263.69,0.19,12,11,1.42,5.93,7.34,0.3
1670144400,1,257.02,0.16,10.8,11.98,1.45,5.78,7.16,0.31
1670148000,1,250.34,0.14,9.94,13.05,1.46,5.61,6.97,0.34
1670151600,1,250.34,0.13,9.77,13.77,1.56,5.53,6.87,0.4
1670155200,1,253.68,0.19,10.8,13.41,1.76,5.63,7.06,0.51
1670158800,1,277.04,0.7,15.42,9.57,1.94,6.23,8.03,0.82
1670162400,1,307.08,2.24,20.22,4.74,2.09,6.88,9.08,1.11
1670166000,1,323.77,4.47,20.05,4.6,2.21,7.14,9.51,1.19
1670169600,1,317.1,5.92,16.62,7.78,2.56,6.94,9.36,1.09
1670173200,1,300.41,6.48,13.54,11.98,3.43,6.69,9.12,0.94
1670176800,1,280.38,6.37,11.48,17.7,4.89,6.6,9.04,0.8
1670180400,1,253.68,3.21,10.88,27.89,4.53,6.08,7.93,0.54
1670184000,1,253.68,2.37,13.19,31.11,5.19,6.09,7.71,0.53
1670187600,1,263.69,2.21,18.85,28.61,7.39,6.62,8.34,0.61
1670191200,1,297.07,3.35,28.45,19.85,9.78,7.76,9.83,0.85
1670194800,1,347.14,6.76,39.41,6.97,11.56,9.13,11.67,1.01
1670198400,2,377.18,10.06,40.44,0.2,10.37,9.81,12.71,0.92
1670202000,2,373.84,9.95,33.93,0.09,7.75,10.49,13.47,0.74
1670205600,2,367.16,8.16,32.22,0.17,6.79,12.15,15.17,0.64
1670209200,2,360.49,6.43,32.9,0.37,6.56,13.63,16.63,0.55
1670212800,2,343.8,3.35,30.5,1.9,5.42,13.14,15.77,0.5
1670216400,2,313.76,0.89,23.99,6.88,3.58,10.74,12.83,0.46
1670220000,1,280.38,0.15,14.91,14.48,2.21,7.89,9.39,0.33
1670223600,1,257.02,0.09,10.8,17.7,1.82,6.18,7.48,0.31
1670227200,1,257.02,0.11,11.48,15.74,2.09,5.89,7.37,0.34
1670230800,1,257.02,0.13,13.02,14.48,2.44,6.09,7.87,0.34
1670234400,1,260.35,0.13,14.91,14.84,3.07,6.5,8.55,0.32
1670238000,1,260.35,0.09,15.59,17.52,3.49,6.5,8.75,0.29
1670241600,1,257.02,0.07,15.08,20.92,3.31,6.07,8.44,0.3
1670245200,1,273.7,0.17,17.82,19.49,3.07,6.07,8.95,0.53
1670248800,1,303.75,0.52,23.31,15.02,2.86,6.42,10.14,0.78
1670252400,1,303.75,1.4,24.33,19.49,5.48,6.49,10.38,0.74
1670256000,1,257.02,1.05,17.31,38.62,9.66,5.16,7.55,0.33
1670259600,1,243.66,1.31,14.05,43.99,9.66,4.5,6.34,0.33
1670263200,1,233.65,1.4,11.48,45.42,8.82,4.25,6.04,0.32
1670266800,1,216.96,1.12,7.28,50.78,5.84,3.42,5.2,0.25
1670270400,1,210.29,0.85,6.6,52.21,4.59,3.53,6,0.26
1670274000,1,206.95,0.75,7.28,51.5,4.95,3.13,5.92,0.28
1670277600,1,220.3,0.91,11.48,45.78,6.2,2.94,6.37,0.49
1670281200,1,240.33,0.69,17.65,37.55,7.51,3.42,8.19,0.72
1670284800,1,260.35,0.04,21.93,31.11,7.27,4.21,10.44,0.8
1670288400,1,267.03,0.03,22.62,29.68,6.68,5.2,13.13,0.78
1670292000,1,263.69,0.02,20.73,32.19,6.44,5.93,15.28,0.66
1670295600,1,250.34,0.01,17.82,37.19,6.5,6.29,16.35,0.51
1670299200,1,236.99,0,15.08,43.27,6.56,6.64,17.75,0.4
1670302800,1,223.64,0,12.85,48.64,6.56,6.86,18.23,0.29
1670306400,1,205.28,0,10.02,53.64,6.62,6.59,16.74,0.15
1670310000,1,195.26,0,8.23,57.22,6.32,6.17,15.31,0.1
1670313600,1,193.6,0,7.45,57.94,5.6,5.94,15.4,0.11
1670317200,1,193.6,0,7.03,56.51,5.01,5.9,16.67,0.13
1670320800,1,195.26,0,7.45,55.07,4.65,5.85,17.39,0.17
1670324400,1,200.27,0,8.4,51.5,4.23,5.86,17.23,0.22
1670328000,1,208.62,0,10.2,49.35,4.05,5.94,17.26,0.3
1670331600,1,236.99,0,16.45,42.92,4.17,6.36,17.39,0.55
1670335200,1,267.03,0.1,22.62,37.91,4.89,6.57,17.42,0.75
1670338800,1,263.69,0.55,21.76,41.13,6.2,6.15,17.02,0.74
1670342400,1,230.31,0.68,15.59,51.5,7.87,5.54,14.52,0.47
1670346000,1,216.96,1.17,12.85,55.79,8.34,5.62,12.73,0.39
1670349600,1,210.29,1.26,10.2,60.8,7.99,5.89,12.91,0.32
1670353200,1,201.94,0.86,7.28,67.95,5.96,5.54,12.48,0.23
1670356800,1,201.94,0.64,6.77,69.38,5.01,4.76,11.51,0.25
1670360400,1,201.94,0.52,7.37,67.95,5.42,4.54,11.12,0.26
1670364000,1,211.95,0.57,10.45,62.23,6.62,4.92,12.24,0.38
1670367600,1,226.97,0.36,16.11,52.93,8.46,5.61,13.75,0.52
1670371200,1,240.33,0.01,18.51,47.21,8.23,5.64,14.64,0.55
1670374800,1,253.68,0,18.68,43.99,5.78,5.42,15.81,0.61
1670378400,1,270.37,0.01,19.71,39.7,3.13,5.4,16.42,0.71
1670382000,1,277.04,0.01,20.05,36.48,2.24,5.47,16.64,0.74
1670385600,1,280.38,0.02,20.56,33.97,2.12,5.63,16.6,0.74
1670389200,1,273.7,0.02,19.54,33.26,2.03,5.83,16.56,0.67
1670392800,1,257.02,0.01,15.59,36.48,2,5.91,15.94,0.48
1670396400,1,240.33,0,12.17,39.7,1.77,6.14,15.29,0.37
1670400000,1,230.31,0,10.45,40.77,1.71,6.41,15.06,0.33
1670403600,1,226.97,0,10.28,40.05,1.8,6.59,15.09,0.32
1670407200,1,230.31,0,11.14,37.55,1.97,6.83,15.09,0.33
1670410800,1,236.99,0.01,12.51,33.62,2.21,7.21,15.27,0.36
1670414400,1,253.68,0.03,15.59,27.18,2.41,7.8,16.4,0.46
1670418000,1,310.42,0.57,26.05,13.95,3.01,9.29,18.28,0.85
1670421600,2,397.21,5.03,35.64,2.95,3.43,11.05,20.88,1.31
1670425200,2,423.91,9.16,35.3,8.31,4.53,11.58,22.48,1.38
1670428800,2,290.39,3.52,22.62,37.91,9.18,9.81,21.03,0.47
1670432400,1,260.35,3.69,16.79,44.7,10.13,8.75,17.7,0.39
1670436000,1,243.66,3.27,13.02,50.78,10.25,8.38,15.72,0.37
1670439600,1,223.64,1.9,8.83,63.66,8.34,8.11,14.85,0.2
1670443200,1,216.96,1.37,7.54,71.53,7.27,7.73,14.69,0.21
1670446800,1,213.62,1.2,7.71,73.67,7.27,6.89,14.5,0.26
1670450400,1,230.31,1.45,11.82,65.09,6.79,6.16,14.78,0.58
1670454000,1,263.69,0.99,18.85,49.35,5.01,5.99,15.4,1.01
1670457600,1,287.06,0.03,22.96,36.48,3.13,6.38,16.25,1.19
1670461200,1,303.75,0.03,24.33,30.04,2.83,7.71,18.32,1.06
1670464800,1,310.42,0.05,24.68,26.46,2.74,8.82,19.23,0.86
1670468400,1,300.41,0.04,22.62,27.54,2.38,8.77,17.72,0.76
1670472000,1,280.38,0.02,19.02,31.83,2.21,7.86,15.11,0.7
1670475600,1,260.35,0.01,14.91,37.55,2.21,6.62,13.17,0.56
1670479200,1,233.65,0,10.54,43.63,2.26,5.65,12.3,0.36
1670482800,1,220.3,0,8.4,46.49,2.18,5.48,12.72,0.26
1670486400,1,216.96,0,7.8,44.35,2.06,5.79,13.48,0.25
1670490000,1,213.62,0,7.54,42.92,2.03,6.44,14.57,0.24
1670493600,1,216.96,0,7.8,41.13,1.97,7.29,15.68,0.24
1670497200,1,220.3,0,8.65,40.05,1.94,8.03,16.56,0.25
1670500800,1,230.31,0.01,10.88,37.55,2.03,8.64,17.35,0.31
1670504400,1,273.7,0.05,19.36,28.61,2.38,9.93,19.44,0.62
1670508000,2,327.11,0.66,29.47,18.95,2.8,11.26,22.38,0.92
1670511600,2,333.79,3.21,28.45,23.96,4.53,11.56,23.77,0.89
1670515200,2,293.73,4.02,21.59,35.76,7.21,10.66,21.6,0.61
1670518800,1,277.04,5.2,17.99,39.34,8.82,9.73,18.65,0.59
1670522400,1,260.35,5.09,15.77,45.78,10.85,8.75,16.62,0.48
1670526000,1,223.64,2.68,10.97,61.51,10.25,7.33,14.31,0.2
1670529600,1,213.62,1.58,9.42,67.95,8.23,6.62,13.13,0.16
1670533200,1,213.62,1.13,10.11,67.95,8.11,6.23,12.68,0.2
1670536800,1,247,1.66,17.99,55.07,8.82,6.6,13.7,0.65
1670540400,1,303.75,1.7,32.22,34.33,8.82,7.24,15.25,1.28
1670544000,2,347.14,0.4,40.78,16.99,6.38,7.24,15.72,1.54
1670720400,1,350.48,0.11,31.87,23.96,3.46,9.42,12.2,0.88
1670724000,2,377.18,0.32,36.67,16.45,3.78,10.49,13.93,1.09
1670727600,2,403.88,0.68,41.13,10.64,4.23,11.44,15.43,1.3
1670731200,2,413.89,0.99,43.18,7.87,5.36,11.82,15.99,1.38
1670734800,2,407.22,0.94,43.87,6.88,6.14,11.25,15.29,1.14
1670738400,2,390.53,0.46,42.5,7.78,6.2,9.92,13.47,0.74
1670742000,1,373.84,0.32,38.73,8.23,5.25,8.78,11.73,0.46
1670745600,1,367.16,0.52,35.3,5.59,4.83,8.79,11.59,0.34
1670749200,1,343.8,0.64,30.5,4.96,5.07,8.41,10.91,0.27
1670752800,1,323.77,1.49,25.02,3.67,3.55,7.94,10.04,0.33
1670756400,1,333.79,4.92,21.93,0.77,2.53,8.57,10.84,0.6
1670760000,2,377.18,12.96,20.73,0.07,2.65,10.27,13.02,1.25
1670763600,2,527.38,35.32,22.28,0,3.28,15.01,19.18,3.13
1670767200,3,761.03,67.95,22.62,0.03,3.01,21.26,27.67,3.77
1670770800,3,847.82,78.68,22.62,0.72,3.01,23.16,30.65,2.56
1670774400,2,410.56,15.2,27.76,10.55,6.56,11.72,15.4,0.89
1670778000,2,380.52,10.95,26.39,13.05,6.26,10.5,13.96,0.92
1670781600,1,367.16,7.71,26.39,13.05,5.36,9.27,12.13,0.82
1670785200,1,323.77,3.63,19.88,17.88,3.22,6.38,8.04,0.55
1670788800,1,280.38,1.84,14.91,21.28,2.18,4.09,4.99,0.44
1670792400,1,243.66,1.05,12,18.95,1.68,2.73,3.35,0.38
1670796000,1,220.3,0.66,10.02,13.05,1.37,2.18,2.69,0.34
1670799600,1,220.3,0.73,10.88,8.4,1.49,2.47,3.01,0.37
1670803200,1,226.97,1.01,12.68,6.17,1.73,2.86,3.48,0.41
1670806800,1,233.65,1.15,13.54,5.45,1.97,3.31,4.18,0.45
1670810400,1,236.99,1.4,14.05,4.25,2.26,4.05,5.23,0.5
1670814000,1,240.33,1.76,14.05,2.91,2.56,4.84,6.24,0.53
1670817600,1,243.66,2.37,13.88,1.74,2.95,5.51,7.11,0.55
1670821200,1,240.33,2.68,12.85,1.2,3.1,5.76,7.43,0.51
1670824800,1,230.31,1.93,11.48,1.48,2.92,5.48,6.91,0.38
1670828400,1,223.64,1.65,10.71,1.77,3.19,5.09,6.35,0.34
1670832000,1,216.96,1.55,10.62,1.72,4.05,4.78,5.89,0.28
1670835600,1,211.95,1.62,10.8,1.54,5.01,4.58,5.56,0.22
1670839200,1,208.62,1.96,10.62,1.17,5.36,4.59,5.4,0.18
1670842800,1,210.29,3.44,10.45,0.4,6.32,4.79,5.58,0.19
1670846400,1,220.3,7.15,10.45,0.04,8.58,5.23,6.14,0.22
1670850000,1,243.66,13.52,11.14,0,11.56,5.91,7.32,0.4
1670853600,1,273.7,18.78,13.54,0.03,13.83,6.37,8.33,0.59
1670857200,1,290.39,19.45,15.59,0.44,14.19,6.65,8.94,0.63
1670860800,1,283.72,14.75,17.48,1.56,12.52,6.48,8.63,0.49
1670864400,1,263.69,8.27,17.82,6.26,10.13,5.53,7.24,0.39
1670868000,1,247,3.91,14.74,17.88,8.11,4.09,5.39,0.34
1670871600,1,230.31,1.05,10.62,36.12,5.36,3.47,4.74,0.21
1670875200,1,230.31,0.5,10.88,40.77,5.19,3.47,4.71,0.24
1670878800,1,230.31,0.36,11.65,41.48,5.42,3.53,4.65,0.27
1670882400,1,233.65,0.18,12.51,39.7,5.36,3.7,4.8,0.28
1670886000,1,236.99,0.06,13.71,36.12,5.42,4.07,5.35,0.28
1670889600,1,236.99,0.02,14.39,35.05,5.3,4.43,6.03,0.23
1670893200,1,233.65,0.01,14.05,36.84,5.3,4.52,6.3,0.13
1670896800,1,230.31,0.01,13.37,40.05,4.89,4.45,6.35,0.13
1670900400,1,233.65,0,13.02,45.78,4.71,4.89,7.35,0.12
1670904000,1,233.65,0,12.85,50.78,4.53,5.4,9.01,0.09
1670907600,1,226.97,0,11.48,52.93,4.23,5.07,9.02,0.09
1670911200,1,216.96,0,9.17,55.07,3.87,4.33,7.7,0.07
1670914800,1,211.95,0,7.97,56.51,3.7,4.44,7.33,0.07
1670918400,1,211.95,0,8.14,55.79,3.87,5.16,7.99,0.07
1670922000,1,210.29,0,8.31,52.93,3.93,5.72,8.9,0.07
1670925600,1,208.62,0,8.57,49.35,3.99,5.88,9.58,0.09
1670929200,1,205.28,0,7.97,46.49,3.55,5.97,10.2,0.08
1670932800,1,206.95,0,7.37,46.49,2.95,6.98,11.89,0.03
1670936400,1,223.64,0,9.34,45.06,2.53,7.78,12.97,0.11
1670940000,1,240.33,0.04,11.48,42.2,2.12,7.52,12.34,0.28
